iter	Logloss
135	0.5734302046
136	0.5729270425
137	0.5726752376
138	0.5723364318
139	0.5720396477
140	0.5718384763
141	0.5716113225
142	0.5702522075
143	0.5699067314
144	0.5695717136
145	0.5692458325
146	0.5687622454
147	0.5685443811
148	0.5683822226
149	0.5679675489
150	0.5675475567
151	0.5670783933
152	0.5668243465
153	0.5666537028
154	0.5664573881
155	0.5661257208
156	0.5658320569
157	0.5656511437
158	0.5655247663
159	0.5651445199
160	0.5648566468
161	0.5645951502
162	0.5642887204
163	0.5641114909
164	0.5637786539
165	0.5636545674
166	0.5634082232
167	0.5631232713
168	0.5628234854
169	0.5624883414
170	0.5622129684
171	0.5620502606
172	0.5618863318
173	0.5618222692
174	0.5615693181
175	0.5613272281
176	0.5610597782
177	0.5608949101
178	0.5604633655
179	0.5601330901
180	0.5598778933
181	0.5596933929
182	0.5591732598
183	0.5590389682
184	0.5589021034
185	0.5587514128
186	0.5584873702
187	0.5582858322
188	0.5578615578
189	0.5576625827
190	0.5572452494
191	0.5569838362
192	0.5567758552
193	0.5564756116
194	0.5562166644
195	0.5560300785
196	0.5556353919
197	0.5553688683
198	0.5551050958
199	0.5550555051
200	0.5547175783
201	0.554245436
202	0.5539509374
203	0.5535859943
204	0.5534829734
205	0.5532279165
206	0.552960348
207	0.5527822265
208	0.5525192902
209	0.5523359572
210	0.5521192645
211	0.5518425219
212	0.5516650145
213	0.5513985165
214	0.5512103208
215	0.5510652755
216	0.5507101083
217	0.5505394973
218	0.5503447229
219	0.5500025732
220	0.5497013924
221	0.5495141529
222	0.5492142313
223	0.5489966403
224	0.5487320941
225	0.5484164836
226	0.5481763407
227	0.5479721918
228	0.5477075707
229	0.5473603874
230	0.5471241609
231	0.5470185784
232	0.5468609194
233	0.5466083072
234	0.5463254336
235	0.5458374815
236	0.545412474
237	0.545079398
238	0.5448519779
239	0.544607408
240	0.5442561732
241	0.5440180579
242	0.5438069172
243	0.5434793118
244	0.543349749
245	0.5431143751
246	0.5419966645
247	0.5417429758
248	0.5415808032
249	0.5413180146
250	0.5411874747
251	0.540839916
252	0.5405063927
253	0.5402641944
254	0.5400366031
255	0.5398232879
256	0.5395131151
257	0.5392167598
258	0.5389756661
259	0.5386950244
260	0.5385225005
261	0.5381985398
262	0.5380464429
263	0.5377983597
264	0.5376021707
265	0.5372174751
266	0.5367148923
267	0.5363836164
268	0.5357578535
269	0.5355438007
270	0.5351646057
271	0.5350223603
272	0.5348272492
273	0.5344720018
274	0.53429748
275	0.5340876234
276	0.5338575862
277	0.5334450528
278	0.533271358
279	0.5329588211
280	0.5326403484
281	0.5323413008
282	0.5321374024
283	0.5318745283
284	0.5316284696
285	0.5313340249
286	0.5311398228
287	0.5308804675
288	0.5305095667
289	0.5302443914
290	0.5298917521
291	0.5296746905
292	0.5294406437
293	0.529206343
294	0.5289855351
295	0.5288009805
296	0.528475406
297	0.5281783943
298	0.5279254738
299	0.5276527694
300	0.5273910464
301	0.5270261805
302	0.5269302139
303	0.5266603137
304	0.526408172
305	0.5259497905
306	0.5256961662
307	0.5252110305
308	0.525067717
309	0.5248788477
310	0.5246067808
311	0.5242984221
312	0.524011844
313	0.5237532104
314	0.5233785802
315	0.5230799366
316	0.5220564246
317	0.5216140562
318	0.5214430831
319	0.5212300109
320	0.5210101393
321	0.5207419792
322	0.5204744403
323	0.5202567816
324	0.520080941
325	0.5198167878
326	0.519618549
327	0.5194089223
328	0.5191917202
329	0.5189631243
330	0.5187782319
331	0.5186239526
332	0.5183831631
333	0.5180205785
334	0.5178353978
335	0.5176637842
336	0.5174198466
337	0.517119209
338	0.5167398239
339	0.5165153966
340	0.5162161858
341	0.5158828444
342	0.5156236196
343	0.5153202257
344	0.5147344295
345	0.5145080543
346	0.5141623799
347	0.5139596044
348	0.5137557308
349	0.5135390773
350	0.5132109738
351	0.5128962497
352	0.5125689498
353	0.5123099165
354	0.5120195756
355	0.5117950369
356	0.5115603543
357	0.511329504
358	0.5110067588
359	0.5107216396
360	0.5104080744
361	0.5100093678
362	0.5095388103
363	0.5091060944
364	0.5087610523
365	0.5085590185
366	0.5083342196
367	0.507994216
368	0.5076401276
369	0.5073225538
370	0.5064131504
371	0.5061253849
372	0.5059246137
373	0.5057009946
374	0.5054301785
375	0.5049725554
376	0.5046661843
377	0.5042349739
378	0.5037514743
379	0.5034547029
380	0.5031849645
381	0.5027392587
382	0.5023942549
383	0.5021377778
384	0.5016041106
385	0.5013572176
386	0.5009295513
387	0.5007089762
388	0.5004423861
389	0.5000745399
390	0.4997397014
391	0.4994695866
392	0.4991633973
393	0.4988407269
394	0.4985381427
395	0.4982161391
396	0.4978026138
397	0.4975961097
398	0.4973683775
399	0.4970144889
400	0.4967816754
401	0.4964801367
402	0.4956935941
403	0.4952990039
404	0.4950545313
405	0.4946554274
406	0.4944235924
407	0.4940739284
408	0.4938431445
409	0.4936022819
410	0.4933085104
411	0.4929822049
412	0.4927493892
413	0.492377361
414	0.4921361788
415	0.4919483713
416	0.4917250868
417	0.491452369
418	0.4910668117
419	0.4908150518
420	0.4904780023
421	0.4902700404
422	0.4899172304
423	0.4897278137
424	0.4894156843
425	0.489100611
426	0.4887972283
427	0.4884053488
428	0.4880934027
429	0.487641853
430	0.4873061541
431	0.4869518296
432	0.4867447833
433	0.4864160303
434	0.4861698772
435	0.4859471482
436	0.4855483894
437	0.4852170157
438	0.4849361353
439	0.4845038886
440	0.4842426273
441	0.4839163906
442	0.4831864426
443	0.4827777224
444	0.4825296446
445	0.4821819376
446	0.4819900072
447	0.4817049955
448	0.4813236131
449	0.4806543408
450	0.4802381185
451	0.4800195487
452	0.4797107816
453	0.4794355787
454	0.4790935851
455	0.4788230984
456	0.478493348
457	0.4780575174
458	0.477739623
459	0.4774726588
460	0.4771472686
461	0.4767977961
462	0.4764814906
463	0.4762591295
464	0.4759357595
465	0.4756937056
466	0.4752279577
467	0.4747717585
468	0.4744920424
469	0.474332301
470	0.4741160022
471	0.473745973
472	0.4735080316
473	0.4731747306
474	0.4728404353
475	0.4726442806
476	0.4720173942
477	0.4717341872
478	0.4715443016
479	0.471228032
480	0.4709172357
481	0.4706309017
482	0.4704456891
483	0.4701522228
484	0.4698360079
485	0.4696380551
486	0.469411176
487	0.4691989997
488	0.4689873935
489	0.4687665669
490	0.4683352322
491	0.468072167
492	0.4677451597
493	0.4674035393
494	0.4671341555
495	0.4669036381
496	0.4665458535
497	0.4662188614
498	0.4660311943
499	0.4653977957
500	0.4651892763
501	0.4647290412
502	0.4644554673
503	0.4640630191
504	0.4637862987
505	0.4636484123
506	0.4635053037
507	0.4632941006
508	0.4630699241
509	0.4628245342
510	0.4624443868
511	0.4621438807
512	0.4618208681
513	0.4615223644
514	0.4613430103
515	0.4610001163
516	0.4607347449
517	0.4603403045
518	0.4600450702
519	0.4598559161
520	0.4595643877
521	0.459269893
522	0.4589690755
523	0.4587425686
524	0.4583832098
525	0.4577385069
526	0.4574136105
527	0.4572178144
528	0.4569113815
529	0.4566755349
530	0.4564298374
531	0.4561883514
532	0.45595119
533	0.4555720776
534	0.4553573783
535	0.4551112441
536	0.4548446711
537	0.4546940136
538	0.4544502764
539	0.4541452061
540	0.4538124076
541	0.4534186218
542	0.4532464296
543	0.453024359
544	0.452758947
545	0.4525066236
546	0.4522277671
547	0.4519798755
548	0.4517079044
549	0.4514256961
550	0.4510282718
551	0.4506960577
552	0.4503481559
553	0.4500784297
554	0.4499205781
555	0.4497451224
556	0.4495143336
557	0.4491918262
558	0.44895145
559	0.448644254
560	0.4484566012
561	0.4481451497
562	0.4478931658
563	0.4476172014
564	0.4474035376
565	0.4471690984
566	0.4469729166
567	0.4467336902
568	0.4464394409
569	0.4462108905
570	0.4460221243
571	0.4456730557
572	0.445549171
573	0.445132503
574	0.444913879
575	0.4446824631
576	0.444436304
577	0.4442161326
578	0.4439437166
579	0.4437207655
580	0.4435436718
581	0.443302528
582	0.4430310298
583	0.4429046094
584	0.442582485
585	0.4423797072
586	0.4421296285
587	0.4419281222
588	0.4417077438
589	0.4414751016
590	0.4412782766
591	0.4409145468
592	0.4406418858
593	0.4403449253
594	0.4400980853
595	0.4399162941
596	0.4396513432
597	0.4392992404
598	0.4389836999
599	0.4387751224
600	0.4384699555
601	0.4381807477
602	0.4379894109
603	0.4377758256
604	0.4375842702
605	0.4372870674
606	0.4370123303
607	0.4367817775
608	0.4366009111
609	0.436343799
610	0.4360052495
611	0.4357837094
612	0.4355116705
613	0.4352779781
614	0.4349689437
615	0.4346926642
616	0.4344915398
617	0.4342846655
618	0.4340673217
619	0.4337847012
620	0.4335326072
621	0.433318489
622	0.4330514421
623	0.4328760358
624	0.4326442798
625	0.4325051814
626	0.4321934802
627	0.4319707402
628	0.4317075934
629	0.4315572228
630	0.4312849001
631	0.430944543
632	0.4306919686
633	0.4305047788
634	0.4302126449
635	0.4300529597
636	0.4298153754
637	0.4295163985
638	0.4292655861
639	0.4290307599
640	0.4287570291
641	0.4284406399
642	0.4281832454
643	0.4279297581
644	0.4277091364
645	0.4275541467
646	0.4273313191
647	0.4271110202
648	0.426881322
649	0.4266052547
650	0.4263916246
651	0.4262300904
652	0.425946429
653	0.4257684366
654	0.4255571796
655	0.4253404544
656	0.4250350352
657	0.4246659283
658	0.4244639946
659	0.4241633196
660	0.4239722988
661	0.4237852678
662	0.4235537592
663	0.4233075114
664	0.4231343876
665	0.4229609078
666	0.4227746821
667	0.4224564993
668	0.4222383213
669	0.4219495369
670	0.4216793207
671	0.4213135995
672	0.4212145002
673	0.420946477
674	0.420574217
675	0.42034465
676	0.4202049265
677	0.4200018624
678	0.419744562
679	0.4195680067
680	0.4193436884
681	0.4191809251
682	0.4188263714
683	0.4185598614
684	0.4182671787
685	0.4179544921
686	0.4177370886
687	0.4175783962
688	0.4174560984
689	0.4170270517
690	0.4167021945
691	0.4162196736
692	0.4160414205
693	0.4158204955
694	0.4155809035
695	0.4152813105
696	0.4151373829
697	0.4151179486
698	0.414875675
699	0.4145941916
700	0.4143352945
701	0.4141193267
702	0.4138361106
703	0.4135413641
704	0.4133767009
705	0.4132009822
706	0.4130438014
707	0.4128119834
708	0.4125311681
709	0.4121567112
710	0.4118391468
711	0.411613961
712	0.4115061648
713	0.411290329
714	0.4110825096
715	0.4108753443
716	0.410672912
717	0.4104730914
718	0.4102541344
719	0.4100035323
720	0.4097491062
721	0.4095281295
722	0.4093155503
723	0.4091406456
724	0.4089852088
725	0.4088114785
726	0.4084788351
727	0.4082814389
728	0.4081086405
729	0.4079126966
730	0.4076537284
731	0.4074804341
732	0.4073468834
733	0.4070990743
734	0.4068509031
735	0.4064512559
736	0.4062319736
737	0.4059889749
738	0.4056743066
739	0.405369873
740	0.4051310691
741	0.4048851448
742	0.4046568031
743	0.404390987
744	0.4041449999
745	0.403926643
746	0.4036838649
747	0.4034809297
748	0.4032355586
749	0.402997367
750	0.402798912
751	0.4025220293
752	0.4023270772
753	0.4021654783
754	0.401804386
755	0.4015025612
756	0.4013764118
757	0.4011509316
758	0.4009895041
759	0.400580204
760	0.4004281536
761	0.400173944
762	0.3998990519
763	0.3997275749
764	0.3994970485
765	0.3993320543
766	0.3989992111
767	0.3987932809
768	0.3985380001
769	0.3981610174
770	0.3978945233
771	0.3976815139
772	0.3974518216
773	0.3972726192
774	0.3970629386
775	0.3967693222
776	0.3965512638
777	0.3963275686
778	0.3961001481
779	0.395847589
780	0.3955954153
781	0.3954240254
782	0.3951769312
783	0.3948831721
784	0.3946462512
785	0.3944142325
786	0.3942432954
787	0.393995352
788	0.3937766335
789	0.3935267317
790	0.3932323259
791	0.3930391858
792	0.3927927703
793	0.3924801213
794	0.3921050327
795	0.3919794505
796	0.391735034
797	0.3915561456
798	0.3913477487
799	0.3911818671
800	0.3910267281
801	0.3908328848
802	0.3906777651
803	0.3904708379
804	0.3902932744
805	0.3901343665
806	0.3898535976
807	0.3896952362
808	0.3894058743
809	0.38918007
810	0.3889677621
811	0.3888445529
812	0.388659518
813	0.3884029705
814	0.3881537954
815	0.3879484899
816	0.3877360823
817	0.3874632212
818	0.3873338001
819	0.3871815231
820	0.3870381363
821	0.3868911741
822	0.3867054016
823	0.3864650567
824	0.3862819364
825	0.3860489476
826	0.3858237798
827	0.3856381044
828	0.3854885804
829	0.3853245179
830	0.3850861042
831	0.3849429697
832	0.3848168508
833	0.3846066781
834	0.3844320545
835	0.3842236859
836	0.384027219
837	0.3838545357
838	0.383621901
839	0.3833834111
840	0.3832119024
841	0.3830685271
842	0.382724821
843	0.3824607573
844	0.3822037642
845	0.381955881
846	0.3817635784
847	0.3815438296
848	0.3814486757
849	0.3813191368
850	0.3811205752
851	0.3808901983
852	0.3806862391
853	0.3804080185
854	0.3802533284
855	0.3800429171
856	0.3798008265
857	0.3795022421
858	0.3792642049
859	0.3790325976
860	0.3788777239
861	0.3786556561
862	0.3784765514
863	0.378146997
864	0.3778364063
865	0.377580835
866	0.3774388027
867	0.3772620291
868	0.3770244343
869	0.3768301448
870	0.3767128585
871	0.3765119048
872	0.3762123876
873	0.376077473
874	0.3759123547
875	0.3756487761
876	0.3755233443
877	0.3752121567
878	0.3750620377
879	0.3747983101
880	0.3746512051
881	0.3744562864
882	0.3742722404
883	0.3740676073
884	0.3738633242
885	0.3735904223
886	0.3732977743
887	0.3731938408
888	0.372967684
889	0.3727495366
890	0.3726029065
891	0.3724335931
892	0.372325565
893	0.3722089183
894	0.3719840078
895	0.3717393647
896	0.3716021438
897	0.3713203098
898	0.3711532459
899	0.3709415895
900	0.3707369422
901	0.3705888081
902	0.3703875135
903	0.3701861016
904	0.369876442
905	0.3696758407
906	0.3694968197
907	0.3693510772
908	0.3692098162
909	0.3689758639
910	0.3687603509
911	0.3685644193
912	0.3684058862
913	0.3681617445
914	0.3679161694
915	0.3677173133
916	0.3675208297
917	0.3672996812
918	0.3671195335
919	0.3668396443
920	0.366606681
921	0.3662784252
922	0.3661646388
923	0.3659573904
924	0.3657390593
925	0.3654882362
926	0.3653465658
927	0.3652426586
928	0.3649845843
929	0.3648972604
930	0.3646440547
931	0.3644744562
932	0.3642303472
933	0.3640205403
934	0.3637649153
935	0.3636071169
936	0.3632942592
937	0.36306062
938	0.3628742323
939	0.3627575931
940	0.3624664249
941	0.3622681593
942	0.3620686836
943	0.3618899162
944	0.3616937547
945	0.3614568619
946	0.3612420665
947	0.3611956473
948	0.3609947065
949	0.3608124282
950	0.360597973
951	0.360455202
952	0.3602943538
953	0.3601916219
954	0.3599440987
955	0.3596707201
956	0.3595153336
957	0.359332898
958	0.35912682
959	0.3589342039
960	0.3587728774
961	0.3585165175
962	0.3583135673
963	0.3581534846
964	0.3579932406
965	0.3576539071
966	0.3574562679
967	0.3572386286
968	0.3570583693
969	0.3568662633
970	0.3567167955
971	0.3564956009
972	0.356260244
973	0.3560574279
974	0.3558116004
975	0.3555559545
976	0.3554033742
977	0.3552066259
978	0.3549510275
979	0.3546789844
980	0.3544828763
981	0.3544118203
982	0.3542248617
983	0.3540244416
984	0.3538918847
985	0.353657551
986	0.3534767014
987	0.3532963794
988	0.3531741727
989	0.3529775268
990	0.3528164962
991	0.3525373562
992	0.3523300539
993	0.3521736911
994	0.3519062836
995	0.3516769151
996	0.3514942241
997	0.3511794043
998	0.350987526
999	0.350761623
